tid	pref_name	target_type	accession	accession_organism	target_organism
108000	Bromodomain-containing protein 9	SINGLE PROTEIN	Q9H8M2	Homo sapiens	Homo sapiens
108001	Transcription initiation factor TFIID subunit 1-like	SINGLE PROTEIN	Q8IZX4	Homo sapiens	Homo sapiens
108002	Bromodomain adjacent to zinc finger domain protein 2A	SINGLE PROTEIN	Q9UIF9	Homo sapiens	Homo sapiens
108003	Nuclear body protein SP140	SINGLE PROTEIN	Q13342	Homo sapiens	Homo sapiens
108004	Bromodomain and PHD finger-containing protein 3	SINGLE PROTEIN	Q9ULD4	Homo sapiens	Homo sapiens
108005	Histone-lysine N-methyltransferase NSD2	SINGLE PROTEIN	O96028	Homo sapiens	Homo sapiens
108006	Histone-lysine N-methyltransferase NSD3	SINGLE PROTEIN	Q9BZ95	Homo sapiens	Homo sapiens
108007	Histone-lysine N-methyltransferase SETD2	SINGLE PROTEIN	Q9BYW2	Homo sapiens	Homo sapiens
108008	Protein arginine N-methyltransferase 8	SINGLE PROTEIN	Q9NR22	Homo sapiens	Homo sapiens
108015	Serine/threonine-protein kinase Nek10	SINGLE PROTEIN	Q6ZWH5	Homo sapiens	Homo sapiens
108016	GTP-binding protein Rheb	SINGLE PROTEIN	Q15382	Homo sapiens	Homo sapiens
108017	3-hydroxyanthranilate 3,4-dioxygenase	SINGLE PROTEIN	P46952	Homo sapiens	Homo sapiens
108020	Von Hippel-Lindau disease tumor suppressor	SINGLE PROTEIN	P40337	Homo sapiens	Homo sapiens
108024	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	SINGLE PROTEIN	Q96Q83	Homo sapiens	Homo sapiens
108027	Phosphatidylcholine:ceramide cholinephosphotransferase 2	SINGLE PROTEIN	Q8NHU3	Homo sapiens	Homo sapiens
108032	Retinal dehydrogenase 2	SINGLE PROTEIN	O94788	Homo sapiens	Homo sapiens
108033	Choline/ethanolamine kinase	SINGLE PROTEIN	Q9Y259	Homo sapiens	Homo sapiens
108037	Growth/differentiation factor 15	SINGLE PROTEIN	Q99988	Homo sapiens	Homo sapiens
108038	Regulatory-associated protein of mTOR	SINGLE PROTEIN	Q8N122	Homo sapiens	Homo sapiens
108039	DNA-directed RNA polymerase, mitochondrial	SINGLE PROTEIN	O00411	Homo sapiens	Homo sapiens
108042	Protein HEXIM1	SINGLE PROTEIN	O94992	Homo sapiens	Homo sapiens
108043	Presequence protease, mitochondrial	SINGLE PROTEIN	Q5JRX3	Homo sapiens	Homo sapiens
108046	Interleukin-6 receptor subunit beta	SINGLE PROTEIN	P40189	Homo sapiens	Homo sapiens
108054	Peregrin	SINGLE PROTEIN	P55201	Homo sapiens	Homo sapiens
108150	Platelet-derived growth factor subunit A	SINGLE PROTEIN	P04085	Homo sapiens	Homo sapiens
108151	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	SINGLE PROTEIN	Q9NRN7	Homo sapiens	Homo sapiens
109555	Mitochondrial glycerol-3-phosphate dehydrogenase	SINGLE PROTEIN	P43304	Homo sapiens	Homo sapiens
108234	Putative N-acetylglucosamine-6-phosphate deacetylase	SINGLE PROTEIN	Q9Y303	Homo sapiens	Homo sapiens
108240	Microtubule-associated protein 1B	SINGLE PROTEIN	P46821	Homo sapiens	Homo sapiens
108248	Transcription initiation factor TFIID subunit 1	SINGLE PROTEIN	P21675	Homo sapiens	Homo sapiens
108249	C-C motif chemokine 7	SINGLE PROTEIN	P80098	Homo sapiens	Homo sapiens
108250	Lymphoid enhancer-binding factor 1	SINGLE PROTEIN	Q9UJU2	Homo sapiens	Homo sapiens
108251	Transforming growth factor beta-2	SINGLE PROTEIN	P61812	Homo sapiens	Homo sapiens
108252	Insulin-like growth factor I	SINGLE PROTEIN	P05019	Homo sapiens	Homo sapiens
108253	Angiopoietin-1	SINGLE PROTEIN	Q15389	Homo sapiens	Homo sapiens
108254	Protein jagged-1	SINGLE PROTEIN	P78504	Homo sapiens	Homo sapiens
108256	Glucose-6-phosphate translocase	SINGLE PROTEIN	O43826	Homo sapiens	Homo sapiens
108259	SH2 domain-containing protein 2A	SINGLE PROTEIN	Q9NP31	Homo sapiens	Homo sapiens
108260	Rhombotin-2	SINGLE PROTEIN	P25791	Homo sapiens	Homo sapiens
108270	Ubiquitin carboxyl-terminal hydrolase 20	SINGLE PROTEIN	Q9Y2K6	Homo sapiens	Homo sapiens
108272	Chromobox protein homolog 8	SINGLE PROTEIN	Q9HC52	Homo sapiens	Homo sapiens
108273	E3 SUMO-protein ligase CBX4	SINGLE PROTEIN	O00257	Homo sapiens	Homo sapiens
108275	Apelin	SINGLE PROTEIN	Q9ULZ1	Homo sapiens	Homo sapiens
108276	Heat shock 70 kDa protein 6	SINGLE PROTEIN	P17066	Homo sapiens	Homo sapiens
108280	CD44 antigen	SINGLE PROTEIN	P16070	Homo sapiens	Homo sapiens
108306	Epsin-1	SINGLE PROTEIN	Q9Y6I3	Homo sapiens	Homo sapiens
108307	Cytohesin-3	SINGLE PROTEIN	O43739	Homo sapiens	Homo sapiens
108308	RuvB-like 1	SINGLE PROTEIN	Q9Y265	Homo sapiens	Homo sapiens
108311	G-protein coupled receptor 183	SINGLE PROTEIN	P32249	Homo sapiens	Homo sapiens
108313	Proto-oncogene vav	SINGLE PROTEIN	P15498	Homo sapiens	Homo sapiens
108362	Pyridoxine-5'-phosphate oxidase	SINGLE PROTEIN	Q9NVS9	Homo sapiens	Homo sapiens
108363	Sphingosine-1-phosphate lyase 1	SINGLE PROTEIN	O95470	Homo sapiens	Homo sapiens
108369	DNA-directed RNA polymerase I subunit RPA1	SINGLE PROTEIN	O95602	Homo sapiens	Homo sapiens
108372	Proheparin-binding EGF-like growth factor	SINGLE PROTEIN	Q99075	Homo sapiens	Homo sapiens
108373	Fibroblast growth factor 7	SINGLE PROTEIN	P21781	Homo sapiens	Homo sapiens
108374	Fibroblast growth factor 4	SINGLE PROTEIN	P08620	Homo sapiens	Homo sapiens
108375	Interferon gamma	SINGLE PROTEIN	P01579	Homo sapiens	Homo sapiens
108376	Stromal cell-derived factor 1	SINGLE PROTEIN	P48061	Homo sapiens	Homo sapiens
108377	Platelet factor 4	SINGLE PROTEIN	P02776	Homo sapiens	Homo sapiens
108378	C-X-C motif chemokine 2	SINGLE PROTEIN	P19875	Homo sapiens	Homo sapiens
108379	Eotaxin	SINGLE PROTEIN	P51671	Homo sapiens	Homo sapiens
108380	Bone morphogenetic protein 6	SINGLE PROTEIN	P22004	Homo sapiens	Homo sapiens
108381	Guanine nucleotide-binding protein G(q) subunit alpha	SINGLE PROTEIN	P50148	Homo sapiens	Homo sapiens
108391	Probable G-protein coupled receptor 52	SINGLE PROTEIN	Q9Y2T5	Homo sapiens	Homo sapiens
108437	Programmed cell death protein 1	SINGLE PROTEIN	Q15116	Homo sapiens	Homo sapiens
108442	Complement component 3a receptor 1, isoform CRA_a	SINGLE PROTEIN	A8K2H7	Homo sapiens	Homo sapiens
108446	CDC42BPA protein	SINGLE PROTEIN	B9EGA7	Homo sapiens	Homo sapiens
109093	Kinesin-like protein KIF6	SINGLE PROTEIN	Q6ZMV9	Homo sapiens	Homo sapiens
109096	DNA replication licensing factor MCM2	SINGLE PROTEIN	P49736	Homo sapiens	Homo sapiens
109097	Early activation antigen CD69	SINGLE PROTEIN	Q07108	Homo sapiens	Homo sapiens
109099	Platelet glycoprotein VI (GPVI)	SINGLE PROTEIN	Q9HCN6	Homo sapiens	Homo sapiens
109100	Guanine nucleotide-binding protein subunit alpha-12	SINGLE PROTEIN	Q03113	Homo sapiens	Homo sapiens
109101	Kinesin-like protein KIF1A	SINGLE PROTEIN	Q12756	Homo sapiens	Homo sapiens
109106	Alpha-tocopherol transfer protein	SINGLE PROTEIN	P49638	Homo sapiens	Homo sapiens
109109	Monocarboxylate transporter 3 (MCT 3)	SINGLE PROTEIN	O95907	Homo sapiens	Homo sapiens
109112	Valacyclovir hydrolase	SINGLE PROTEIN	Q86WA6	Homo sapiens	Homo sapiens
109113	CDC42 small effector protein 1	SINGLE PROTEIN	Q9NRR8	Homo sapiens	Homo sapiens
109116	Eukaryotic translation initiation factor 4B	SINGLE PROTEIN	P23588	Homo sapiens	Homo sapiens
109117	Double-strand break repair protein MRE11A	SINGLE PROTEIN	P49959	Homo sapiens	Homo sapiens
109431	Probable G-protein coupled receptor 135	SINGLE PROTEIN	Q8IZ08	Homo sapiens	Homo sapiens
109434	Taste receptor type 2 member 14	SINGLE PROTEIN	Q9NYV8	Homo sapiens	Homo sapiens
109435	Taste receptor type 2 member 16	SINGLE PROTEIN	Q9NYV7	Homo sapiens	Homo sapiens
109436	Taste receptor type 2 member 4	SINGLE PROTEIN	Q9NYW5	Homo sapiens	Homo sapiens
109437	Taste receptor type 2 member 41	SINGLE PROTEIN	P59536	Homo sapiens	Homo sapiens
109438	Taste receptor type 2 member 60	SINGLE PROTEIN	P59551	Homo sapiens	Homo sapiens
109439	Taste receptor type 2 member 9	SINGLE PROTEIN	Q9NYW1	Homo sapiens	Homo sapiens
109442	Activator of 90 kDa heat shock protein ATPase homolog 1	SINGLE PROTEIN	O95433	Homo sapiens	Homo sapiens
109445	Cell cycle checkpoint protein RAD1	SINGLE PROTEIN	O60671	Homo sapiens	Homo sapiens
109446	Lysine-specific demethylase 4B	SINGLE PROTEIN	O94953	Homo sapiens	Homo sapiens
109448	Ectonucleoside triphosphate diphosphohydrolase 4	SINGLE PROTEIN	Q9Y227	Homo sapiens	Homo sapiens
109449	S-adenosylmethionine synthase isoform type-2	SINGLE PROTEIN	P31153	Homo sapiens	Homo sapiens
109452	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SINGLE PROTEIN	Q9NP77	Homo sapiens	Homo sapiens
109453	Tyrosine-protein phosphatase non-receptor type 14	SINGLE PROTEIN	Q15678	Homo sapiens	Homo sapiens
109454	Ubiquitin-like domain-containing CTD phosphatase 1	SINGLE PROTEIN	Q8WVY7	Homo sapiens	Homo sapiens
109456	Sodium-dependent proline transporter	SINGLE PROTEIN	Q99884	Homo sapiens	Homo sapiens
109463	P2Y purinoceptor 13	SINGLE PROTEIN	Q9BPV8	Homo sapiens	Homo sapiens
109464	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3	SINGLE PROTEIN	Q9Y2A9	Homo sapiens	Homo sapiens
109465	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	SINGLE PROTEIN	P30405	Homo sapiens	Homo sapiens
109467	SPRY domain-containing SOCS box protein 2	SINGLE PROTEIN	Q99619	Homo sapiens	Homo sapiens
109475	14-3-3 protein epsilon	SINGLE PROTEIN	P62258	Homo sapiens	Homo sapiens
109479	Phosphoglycerate mutase 1	SINGLE PROTEIN	P18669	Homo sapiens	Homo sapiens
109480	Tau-tubulin kinase 2	SINGLE PROTEIN	Q6IQ55	Homo sapiens	Homo sapiens
109483	Serine/threonine-protein kinase PINK1, mitochondrial	SINGLE PROTEIN	Q9BXM7	Homo sapiens	Homo sapiens
109491	Melatonin-related receptor	SINGLE PROTEIN	Q13585	Homo sapiens	Homo sapiens
109494	Prostaglandin E synthase 3	SINGLE PROTEIN	Q15185	Homo sapiens	Homo sapiens
109510	Threonine--tRNA ligase, mitochondrial	SINGLE PROTEIN	Q9BW92	Homo sapiens	Homo sapiens
109513	Sodium-dependent neutral amino acid transporter B(0)AT2	SINGLE PROTEIN	Q9H2J7	Homo sapiens	Homo sapiens
109514	Hepatocyte growth factor activator	SINGLE PROTEIN	Q04756	Homo sapiens	Homo sapiens
109516	Bromodomain and WD repeat-containing protein 1	SINGLE PROTEIN	Q9NSI6	Homo sapiens	Homo sapiens
109517	Coagulation factor XIII B chain	SINGLE PROTEIN	P05160	Homo sapiens	Homo sapiens
109518	Alkaline ceramidase 1	SINGLE PROTEIN	Q8TDN7	Homo sapiens	Homo sapiens
109521	Tyrosine-protein phosphatase non-receptor type 18	SINGLE PROTEIN	Q99952	Homo sapiens	Homo sapiens
109522	Protein phosphatase Slingshot homolog 2	SINGLE PROTEIN	Q76I76	Homo sapiens	Homo sapiens
109523	Protein phosphatase 1G	SINGLE PROTEIN	O15355	Homo sapiens	Homo sapiens
109524	Kinesin-like protein KIFC1	SINGLE PROTEIN	Q9BW19	Homo sapiens	Homo sapiens
109525	Uncharacterized protein CSNK1G2-AS1	SINGLE PROTEIN	Q8NCQ2	Homo sapiens	Homo sapiens
109531	DNA damage-inducible transcript 3 protein	SINGLE PROTEIN	P35638	Homo sapiens	Homo sapiens
109536	LanC-like protein 2	SINGLE PROTEIN	Q9NS86	Homo sapiens	Homo sapiens
109538	Eukaryotic translation initiation factor 4E-binding protein 1	SINGLE PROTEIN	Q13541	Homo sapiens	Homo sapiens
109539	40S ribosomal protein S6	SINGLE PROTEIN	P62753	Homo sapiens	Homo sapiens
109542	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	SINGLE PROTEIN	O43598	Homo sapiens	Homo sapiens
109543	Deoxyribonuclease-1	SINGLE PROTEIN	P24855	Homo sapiens	Homo sapiens
109546	B-lymphocyte antigen CD19	SINGLE PROTEIN	P15391	Homo sapiens	Homo sapiens
109547	Interleukin 17A	SINGLE PROTEIN	Q16552	Homo sapiens	Homo sapiens
109558	Adiponectin receptor protein 1	SINGLE PROTEIN	Q96A54	Homo sapiens	Homo sapiens
109559	Adiponectin receptor protein 2	SINGLE PROTEIN	Q86V24	Homo sapiens	Homo sapiens
109560	Solute carrier family 40 member 1	SINGLE PROTEIN	Q9NP59	Homo sapiens	Homo sapiens
109561	Angiomotin	SINGLE PROTEIN	Q4VCS5	Homo sapiens	Homo sapiens
109562	Histone chaperone ASF1A	SINGLE PROTEIN	Q9Y294	Homo sapiens	Homo sapiens
109564	DNA-3-methyladenine glycosylase	SINGLE PROTEIN	P29372	Homo sapiens	Homo sapiens
109565	N-glycosylase/DNA lyase	SINGLE PROTEIN	O15527	Homo sapiens	Homo sapiens
109566	Probable G-protein coupled receptor 88	SINGLE PROTEIN	Q9GZN0	Homo sapiens	Homo sapiens
109567	Cystathionine beta-synthase	SINGLE PROTEIN	P35520	Homo sapiens	Homo sapiens
109568	StAR-related lipid transfer protein 7, mitochondrial	SINGLE PROTEIN	Q9NQZ5	Homo sapiens	Homo sapiens
109569	Collagen type IV alpha-3-binding protein	SINGLE PROTEIN	Q9Y5P4	Homo sapiens	Homo sapiens
109571	Krueppel-like factor 10	SINGLE PROTEIN	Q13118	Homo sapiens	Homo sapiens
109572	Krueppel-like factor 1	SINGLE PROTEIN	Q13351	Homo sapiens	Homo sapiens
109575	Ubiquitin carboxyl-terminal hydrolase isozyme L5	SINGLE PROTEIN	Q9Y5K5	Homo sapiens	Homo sapiens
109576	Ubl carboxyl-terminal hydrolase 18	SINGLE PROTEIN	Q9UMW8	Homo sapiens	Homo sapiens
109578	Neurogenic locus notch homolog protein 3	SINGLE PROTEIN	Q9UM47	Homo sapiens	Homo sapiens
109579	Neurogenic locus notch homolog protein 2	SINGLE PROTEIN	Q04721	Homo sapiens	Homo sapiens
109580	Neurogenic locus notch homolog protein 4	SINGLE PROTEIN	Q99466	Homo sapiens	Homo sapiens
109582	Ubiquitin carboxyl-terminal hydrolase 10	SINGLE PROTEIN	Q14694	Homo sapiens	Homo sapiens
109583	Ubiquitin carboxyl-terminal hydrolase 13	SINGLE PROTEIN	Q92995	Homo sapiens	Homo sapiens
109584	Growth/differentiation factor 8	SINGLE PROTEIN	O14793	Homo sapiens	Homo sapiens
109585	Pantothenate kinase 1	SINGLE PROTEIN	Q8TE04	Homo sapiens	Homo sapiens
109586	Pantothenate kinase 2, mitochondrial	SINGLE PROTEIN	Q9BZ23	Homo sapiens	Homo sapiens
109587	Pantothenate kinase 3	SINGLE PROTEIN	Q9H999	Homo sapiens	Homo sapiens
109588	PH domain leucine-rich repeat-containing protein phosphatase 1	SINGLE PROTEIN	O60346	Homo sapiens	Homo sapiens
109592	Macrophage-expressed gene 1 protein	SINGLE PROTEIN	Q2M385	Homo sapiens	Homo sapiens
109599	Testis-specific serine/threonine-protein kinase 3	SINGLE PROTEIN	Q96PN8	Homo sapiens	Homo sapiens
109601	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	SINGLE PROTEIN	P30038	Homo sapiens	Homo sapiens
109604	Oxidized low-density lipoprotein receptor 1	SINGLE PROTEIN	P78380	Homo sapiens	Homo sapiens
109606	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1	SINGLE PROTEIN	P16118	Homo sapiens	Homo sapiens
109607	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	SINGLE PROTEIN	O60825	Homo sapiens	Homo sapiens
109610	Serine/threonine-protein phosphatase 5	SINGLE PROTEIN	P53041	Homo sapiens	Homo sapiens
109611	Receptor-type tyrosine-protein phosphatase R	SINGLE PROTEIN	Q15256	Homo sapiens	Homo sapiens
109619	Inactive serine/threonine-protein kinase VRK3	SINGLE PROTEIN	Q8IV63	Homo sapiens	Homo sapiens
109621	Dimethylaniline monooxygenase [N-oxide-forming] 3	SINGLE PROTEIN	P31513	Homo sapiens	Homo sapiens
109622	Prostaglandin-H2 D-isomerase	SINGLE PROTEIN	P41222	Homo sapiens	Homo sapiens
109624	UDP-galactose translocator	SINGLE PROTEIN	P78381	Homo sapiens	Homo sapiens
109628	Dimethylaniline monooxygenase [N-oxide-forming] 5	SINGLE PROTEIN	P49326	Homo sapiens	Homo sapiens
109629	Dimethylaniline monooxygenase [N-oxide-forming] 1	SINGLE PROTEIN	Q01740	Homo sapiens	Homo sapiens
109630	N-alpha-acetyltransferase 16, NatA auxiliary subunit	SINGLE PROTEIN	Q6N069	Homo sapiens	Homo sapiens
109631	Beta-ureidopropionase	SINGLE PROTEIN	Q9UBR1	Homo sapiens	Homo sapiens
109670	Docosahexaenoic acid omega-hydroxylase CYP4F3	SINGLE PROTEIN	Q08477	Homo sapiens	Homo sapiens
109671	POU domain, class 2, transcription factor 2	SINGLE PROTEIN	P09086	Homo sapiens	Homo sapiens
109673	Arylacetamide deacetylase	SINGLE PROTEIN	P22760	Homo sapiens	Homo sapiens
109677	Lathosterol oxidase	SINGLE PROTEIN	O75845	Homo sapiens	Homo sapiens
109678	Cytochrome P450 4F12	SINGLE PROTEIN	Q9HCS2	Homo sapiens	Homo sapiens
109681	Diamine acetyltransferase 2	SINGLE PROTEIN	Q96F10	Homo sapiens	Homo sapiens
109682	Equilibrative nucleoside transporter 4	SINGLE PROTEIN	Q7RTT9	Homo sapiens	Homo sapiens
109690	POU domain, class 2, transcription factor 1	SINGLE PROTEIN	P14859	Homo sapiens	Homo sapiens
109692	Methionine-R-sulfoxide reductase B2, mitochondrial	SINGLE PROTEIN	Q9Y3D2	Homo sapiens	Homo sapiens
109693	Methionine-R-sulfoxide reductase B3	SINGLE PROTEIN	Q8IXL7	Homo sapiens	Homo sapiens
109695	Equilibrative nucleoside transporter 2	SINGLE PROTEIN	Q14542	Homo sapiens	Homo sapiens
109701	UDP-glucuronosyltransferase 1-3	SINGLE PROTEIN	P35503	Homo sapiens	Homo sapiens
109702	Cytochrome P450 2A13	SINGLE PROTEIN	Q16696	Homo sapiens	Homo sapiens
109703	Putative cytochrome P450 2D7	SINGLE PROTEIN	A0A087X1C5	Homo sapiens	Homo sapiens
109709	SLAM family member 7	SINGLE PROTEIN	Q9NQ25	Homo sapiens	Homo sapiens
109741	Frizzled-2	SINGLE PROTEIN	Q14332	Homo sapiens	Homo sapiens
109742	Frizzled-5	SINGLE PROTEIN	Q13467	Homo sapiens	Homo sapiens
109743	Frizzled-7	SINGLE PROTEIN	O75084	Homo sapiens	Homo sapiens
109744	Frizzled-8	SINGLE PROTEIN	Q9H461	Homo sapiens	Homo sapiens
109748	Proto-oncogene Mas	SINGLE PROTEIN	P04201	Homo sapiens	Homo sapiens
109758	Neutral amino acid transporter B(0)	SINGLE PROTEIN	Q15758	Homo sapiens	Homo sapiens
109761	Probable G-protein coupled receptor 34	SINGLE PROTEIN	Q9UPC5	Homo sapiens	Homo sapiens
109762	Putative P2Y purinoceptor 10	SINGLE PROTEIN	O00398	Homo sapiens	Homo sapiens
109763	Probable G-protein coupled receptor 174	SINGLE PROTEIN	Q9BXC1	Homo sapiens	Homo sapiens
109771	Protein arginine N-methyltransferase 7	SINGLE PROTEIN	Q9NVM4	Homo sapiens	Homo sapiens
109778	Mucin-16	SINGLE PROTEIN	Q8WXI7	Homo sapiens	Homo sapiens
109779	Interleukin-5 receptor subunit alpha	SINGLE PROTEIN	Q01344	Homo sapiens	Homo sapiens
109781	Interleukin-17 receptor A	SINGLE PROTEIN	Q96F46	Homo sapiens	Homo sapiens
109782	Interleukin-13	SINGLE PROTEIN	P35225	Homo sapiens	Homo sapiens
109783	Sclerostin	SINGLE PROTEIN	Q9BQB4	Homo sapiens	Homo sapiens
109784	Vascular endothelial growth factor B	SINGLE PROTEIN	P49765	Homo sapiens	Homo sapiens
109785	Angiopoietin-2	SINGLE PROTEIN	O15123	Homo sapiens	Homo sapiens
109786	Interleukin-4 receptor subunit alpha	SINGLE PROTEIN	P24394	Homo sapiens	Homo sapiens
109787	CD40 ligand	SINGLE PROTEIN	P29965	Homo sapiens	Homo sapiens
109788	Basigin	SINGLE PROTEIN	P35613	Homo sapiens	Homo sapiens
109789	Epithelial cell adhesion molecule	SINGLE PROTEIN	P16422	Homo sapiens	Homo sapiens
109790	Mucin-1	SINGLE PROTEIN	P15941	Homo sapiens	Homo sapiens
109791	HLA class II histocompatibility antigen, DRB1-10 beta chain	SINGLE PROTEIN	Q30167	Homo sapiens	Homo sapiens
109792	Interleukin-1 alpha	SINGLE PROTEIN	P01583	Homo sapiens	Homo sapiens
109807	Programmed cell death 1 ligand 1	SINGLE PROTEIN	Q9NZQ7	Homo sapiens	Homo sapiens
109808	Prosaposin	SINGLE PROTEIN	P07602	Homo sapiens	Homo sapiens
109811	POU domain, class 5, transcription factor 1	SINGLE PROTEIN	Q01860	Homo sapiens	Homo sapiens
109812	Homeobox protein NANOG	SINGLE PROTEIN	Q9H9S0	Homo sapiens	Homo sapiens
109817	TNF receptor-associated factor 6	SINGLE PROTEIN	Q9Y4K3	Homo sapiens	Homo sapiens
109818	Ghrelin O-acyltransferase	SINGLE PROTEIN	Q96T53	Homo sapiens	Homo sapiens
109819	Tyrosine-protein kinase BAZ1B	SINGLE PROTEIN	Q9UIG0	Homo sapiens	Homo sapiens
109820	Bromodomain-containing protein 8	SINGLE PROTEIN	Q9H0E9	Homo sapiens	Homo sapiens
109824	Inhibin beta A chain	SINGLE PROTEIN	P08476	Homo sapiens	Homo sapiens
109826	Histone-lysine N-methyltransferase PRDM9	SINGLE PROTEIN	Q9NQV7	Homo sapiens	Homo sapiens
109827	Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific	SINGLE PROTEIN	Q96L73	Homo sapiens	Homo sapiens
109828	Histone-lysine N-methyltransferase ASH1L	SINGLE PROTEIN	Q9NR48	Homo sapiens	Homo sapiens
109829	Pre-miRNA 5'-monophosphate methyltransferase	SINGLE PROTEIN	Q7Z5W3	Homo sapiens	Homo sapiens
109830	Protein N-lysine methyltransferase METTL21A	SINGLE PROTEIN	Q8WXB1	Homo sapiens	Homo sapiens
109831	Protein-lysine methyltransferase METTL21D	SINGLE PROTEIN	Q9H867	Homo sapiens	Homo sapiens
109836	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	SINGLE PROTEIN	Q11201	Homo sapiens	Homo sapiens
109837	Beta-galactoside alpha-2,6-sialyltransferase 1	SINGLE PROTEIN	P15907	Homo sapiens	Homo sapiens
109838	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase	SINGLE PROTEIN	Q11203	Homo sapiens	Homo sapiens
109839	Alpha-(1,3)-fucosyltransferase 7	SINGLE PROTEIN	Q11130	Homo sapiens	Homo sapiens
109847	Angiotensinogen	SINGLE PROTEIN	P01019	Homo sapiens	Homo sapiens
109848	Neuropeptide S	SINGLE PROTEIN	P0C0P6	Homo sapiens	Homo sapiens
109849	Alpha-(1,6)-fucosyltransferase	SINGLE PROTEIN	Q9BYC5	Homo sapiens	Homo sapiens
109858	Sialic acid-binding Ig-like lectin 7	SINGLE PROTEIN	Q9Y286	Homo sapiens	Homo sapiens
109868	Phosphatidylcholine:ceramide cholinephosphotransferase 1	SINGLE PROTEIN	Q86VZ5	Homo sapiens	Homo sapiens
109874	Branched-chain-amino-acid aminotransferase, mitochondrial	SINGLE PROTEIN	O15382	Homo sapiens	Homo sapiens
109875	Early growth response protein 1	SINGLE PROTEIN	P18146	Homo sapiens	Homo sapiens
109881	CCR4-NOT transcription complex subunit 7	SINGLE PROTEIN	Q9UIV1	Homo sapiens	Homo sapiens
109882	Poly(A)-specific ribonuclease PARN	SINGLE PROTEIN	O95453	Homo sapiens	Homo sapiens
109883	CCR4-NOT transcription complex subunit 6	SINGLE PROTEIN	Q9ULM6	Homo sapiens	Homo sapiens
109886	Alpha-crystallin B chain	SINGLE PROTEIN	P02511	Homo sapiens	Homo sapiens
109887	E3 ubiquitin-protein ligase NEDD4	SINGLE PROTEIN	P46934	Homo sapiens	Homo sapiens
109888	Kappa-casein	SINGLE PROTEIN	P07498	Homo sapiens	Homo sapiens
109892	Growth factor receptor-bound protein 10	SINGLE PROTEIN	Q13322	Homo sapiens	Homo sapiens
109897	Extended synaptotagmin-1	SINGLE PROTEIN	Q9BSJ8	Homo sapiens	Homo sapiens
109900	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	SINGLE PROTEIN	P13995	Homo sapiens	Homo sapiens
109901	RNA demethylase ALKBH5	SINGLE PROTEIN	Q6P6C2	Homo sapiens	Homo sapiens
109902	Protein kinase C-binding protein 1	SINGLE PROTEIN	Q9ULU4	Homo sapiens	Homo sapiens
